ISBN,title,author,year,total_ratings,average_rating
0380708906,"Arthur (The Pendragon Cycle, Book 3)",Stephen R. Lawhead,1990,5,7.2
0060924349,Maybe the Moon : A Novel,Armistead Maupin,1993,5,7.2
0140434011,Kidnapped (Penguin Classics),Robert Louis Stevenson,1995,5,7.2
0440219507,Troubling a Star,Madeleine L'Engle,1995,5,7.2
0440949424,Locked in Time (Laurel Leaf Books),LOIS DUNCAN,1986,5,7.2
0962980307,1001 Ways to Be Romantic,Gregory Godek,1991,5,7.2
0380802457,In the Still of the Night: A Grace and Favor Mystery,Jill Churchill,2000,5,7.2
0684863871,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",Adrian Nicole LeBlanc,2003,5,7.2
1591822408,"Under the Glass Moon, Book 1",Ko Ya-Seong,2003,5,7.2
0061014176,Under the Lake,Stuart Woods,1999,5,7.2
0671624415,Postcards from the Edge,Carrie Fisher,1987,5,7.2
050552337X,Rejar (Timeswept),Dara Joy,1997,5,7.2
2070369595,Vendredi Ou Les Limbes Du Pacifique (Folio Series Nuber 959),Michel Tournier,2000,5,7.2
3453115937,Enigma.,Robert Harris,1996,5,7.2
0446531588,Derailed,James Siegel,2003,5,7.2
0380808315,Married in Haste,Cathy Maxwell,1999,5,7.2
3442720036,Die verborgene Geschichte.,Caroline Llewellyn,1996,5,7.2
0740706721,"I Hated, Hated, Hated This Movie",Roger Ebert,2000,5,7.2
0316748641,Pasquale's Nose: Idle Days in an Italian Town,Michael Rips,2002,5,7.2
0330375466,Them,Jon Ronson,2001,5,7.2
077109972X,Apprenticeship of Duddy Kravitz,Mordecai Richler,1989,5,7.2
0451194063,Milk in My Coffee,Eric Jerome Dickey,1999,5,7.2
1551668637,New Attitude,Charlotte Hughes,2001,5,7.2
0842355715,Finding God in the Lord of the Rings,Kurt D. Bruner,2001,5,7.2
0425135772,A Fatal Thaw,Dana Stabenow,1996,5,7.2
0060183225,A Marriage Made in Heaven... or Too Tired for an Affair,Erma Bombeck,1993,5,7.2
0374236488,"Positively Fifth Street: Murderers, Cheetahs, and Binion's World Series of Poker",James McManus,2003,5,7.2
067165831X,Hot Shot,Susan Elizabeth Phillips,1991,5,7.2
8495501465,Dios vuelve ne una Harley,Joan Brady,2001,5,7.2
0812515560,"People of the Lightning (The First North Americans series, Book 7)",Kathleen O'Neal Gear,1996,5,7.2
0440209862,The Vig,John T. Lescroart,1992,5,7.2
0786864982,Night Gardening,E. L. Swann,1999,5,7.2
0671003682,Frasier,Jefferson Graham,1996,5,7.2
0380704161,Through a Glass Darkly,Karleen Koen,1987,5,7.2
1576730360,I Kissed Dating Goodbye: A New Attitude Toward Relationships And Romance,Joshua Harris,1997,5,7.2
0307021858,Pinocchio (A Little golden book),Little Golden Staff,1992,5,7.2
0380721457,Mrs. Dewinter,Susan Hill Long,1994,5,7.2
0061057908,Acorna's Quest (Acorna (Paperback)),Anne McCaffrey,1999,5,7.2
0679450548,I Was Amelia Earhart,Jane Mendelsohn,1996,5,7.2
0446602736,Border Music,Robert James Waller,1996,5,7.2
3423113456,Bewohnte Frau. Roman.,Gioconda Belli,1991,5,7.2
0684844826,SALT DANCERS,Ursula Hegi,1997,5,7.2
0449209598,Murder in the Smithsonian (Capital Crime Mysteries),Margaret Truman,1990,5,7.2
0553568736,A Plague of Angels,Sheri S. Tepper,1994,5,7.2
0684847957,WAIT TILL NEXT YEAR: A MEMOIR,Doris Kearns Goodwin,1998,5,7.2
1565123638,The Last Girls (Shannon Ravenel Books (Hardcover)),Lee Smith,2002,5,7.2
2253155039,CosmÃ?Â©tique de l'ennemi,AmÃ?Â©lie Nothomb,2003,5,7.2
1860499627,Desert Dawn,Jeanne D'Haem,2003,5,7.2
156389405X,"Preacher: Ancient History (Preacher Series, Vol 4)",Garth Ennis,1998,5,7.2
0821766929,When Darkness Falls,Shannon Drake,2000,5,7.2
044990587X,Dave Barry Turns 40,Dave Barry,1991,5,7.2
0446604763,Mayday,Thomas Block,1998,5,7.2
0345330129,The Door into Summer,Robert A. Heinlein,1993,5,7.2
2020306492,Acid test,Tom Wolfe,1996,5,7.2
0099743914,The Magus,John Fowles,1997,5,7.2
0140287434,The Haunting,Shirley Jackson,1999,5,7.2
0451458559,Shockball: A Stardoc Novel (Stardoc (Paperback)),S. L. Viehl,2001,5,7.2
0684841363,IN THE MEANTIME : Finding Yourself and the Love You Want,Iyanla Vanzant,1998,5,7.2
0440126894,Full Circle,Danielle Steel,1985,5,7.2
0446610607,Raveling : A Novel,Peter Moore Smith,2001,5,7.2
0849911672,Angels,Billy Graham,1994,5,7.2
0449146383,"I, Vampire",Michael Romkey,1993,5,7.2
0451409159,"Long, Lean, and Lethal",Heather Graham,2000,5,7.2
0373196636,The Knight's Kiss,Nicole Burnham,2003,5,7.2
0515129240,Harmful Intent,Baine Kerr,2000,5,7.2
0375702202,Soft!,Rupert Thomson,2000,5,7.2
1551660202,Last Honest Woman,Nora Roberts,1995,5,7.2
052594673X,"Oh, the Things I Know! A Guide to Success, or, Failing That, Happiness",Al Franken,2002,5,7.2
014062080X,The Scarlet Letter (Penguin Popular Classics),Nathaniel Hawthorne,1994,5,7.2
0312989709,Liberty : A Jake Grafton Novel (A Jake Grafton Novel),Stephen Coonts,2004,5,7.2
0312983603,The Mermaids Singing (A Dr. Tony Hill &amp; Carol Jordan Mystery),Val McDermid,2002,5,7.2
0671733354,How to Stop Worrying and Start Living,Dale Carnegie,1990,5,7.2
0451206665,Always in My Heart,Catherine Anderson,2002,5,7.2
0452272734,Some Girls,Kristin McCloy,1995,5,7.2
044990542X,Tales from Margaritaville: Fictional Facts and Factual Fictions,Jimmy Buffett,1990,5,7.2
0061053309,"The Truth Is Out There (The Official Guide to the X-Files, Vol. 1)",Brian Lowry,1995,5,7.2
0743463544,The Man I Should Have Married,Pamela Redmond Satran,2003,5,7.2
0743477103,Macbeth,William Shakespeare,2003,5,7.2
0553569791,The Last Innocent Man,PHILLIP M. MARGOLIN,1995,5,7.2
0802139892,Wish You Were Here,Stewart O'Nan,2003,5,7.2
0140126562,Gracie: A Love Story,George Burns,1989,5,7.2
0375758623,The Piano Shop on the Left Bank: Discovering a Forgotten Passion in a Paris Atelier,Thaddeus Carhart,2002,5,7.2
0425154637,The Eagle Catcher (Arapaho Indian Mysteries),Margaret Coel,1996,5,7.2
0452272785,In the Name of the Father,Gerry Conlon,1993,5,7.2
0312272243,J. K. Rowling: The Wizard Behind Harry Potter,Marc Shapiro,2000,5,7.2
0553262807,Always Coming Home,Ursula K. Le Guin,1993,5,7.2
0061030651,U.S.S. Seawolf,Patrick Robinson,2001,5,7.2
3404135091,Assassini. Der Vatikan- Thriller.,Thomas Gifford,1994,5,7.2
0684868938,Don't Make Me Stop This Car! : Adventures in Fatherhood,Al Roker,2000,5,7.2
0671003461,Pathways (Star Trek Voyager),Jeri Taylor,1998,5,7.2
8804375914,Il sentiero dei nidi di ragno (Oscar Mondadori),Italo Calvino,1995,5,7.2
0345453433,"Kiss Me While I Sleep (Howard, Linda)",Linda Howard,2004,5,7.2
0373441800,"Who Needs Decaf? (Harlequin Flipside, No. 6)",Tanya Michaels,2003,5,7.2
185326007X,Women in Love (Wordsworth Classics),D. H. Lawrence,1997,5,7.2
0451458540,Once upon a Winters Night,Dennis L. McKiernan,2002,5,7.2
0385044011,Poems That Touch the Heart,A. L. Alexander,1956,5,7.2
0446314986,The Edible Woman,Margaret Atwood,1980,5,7.2
0140186425,Of Mice and Men (Twentieth-Century Classics),John Steinbeck,1994,5,7.2
0751519782,Time for Bed,David Baddiel,1997,5,7.2
0553290320,Storm Winds,Iris Johansen,1991,5,7.2
0345308239,March of Folly: From Troy to Vietnam,Barbara W. Tuchman,1992,5,7.2
0312864256,"Winter's Heart (The Wheel of Time, Book 9)",Robert Jordan,2000,5,7.2
0312983743,Knock Me Off My Feet,Susan Donovan,2002,5,7.2
0425140318,Private Pleasures,Lawrence Sanders,1994,5,7.2
067089558X,A Heart of Stone,Renate Dorrestein,2001,5,7.2
0679403922,The Cold Six Thousand: A Novel,James Ellroy,2001,5,7.2
1558533834,Cooking With Friends,Amy Lyles Wilson,1995,5,7.2
0743464745,Out of the Blue (Stewart Sisters Trilogy),JoAnn Ross,2004,5,7.2
0743229061,Absolute Certainty : A Crime Novel,Rose Connors,2002,5,7.2
0140314601,Playing Beatie Bow (Puffin Books),Ruth Park,1984,5,7.2
1551666510,The Harbor,Carla Neggers,2003,5,7.2
0345391691,The Battle for God,Karen Armstrong,2001,5,7.2
0345447859,The Apprentice,TESS GERRITSEN,2002,5,7.2
1558599177,Vicky's World Postcard Packet,Dolce &amp; Gabbana,1994,5,7.2
0385720211,In the Drink,Kate Christensen,2000,5,7.2
0679736646,Ubik,Philip K. Dick,1991,5,7.2
0679731210,The Leopard,Giuseppe Tomasi di Lampedusa,1991,5,7.2
3404141970,Wolfsherz.,Wolfgang Hohlbein,1999,5,7.2
0671027514,SPRINGWATER,Linda Lael Miller,1998,5,7.2
1566091594,The Non-Designer's Design Book,Robin Williams,1994,5,7.2
1551669382,Enchanted Afternoon,Susan Wiggs,2002,5,7.2
0805066322,In Harm's Way: The Sinking of the USS Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,2001,5,7.2
0394873343,The Berenstain Bears Learn About Strangers (First Time Book),Stan Berenstain,1985,5,7.2
0345337638,"The Silicon Mage (Windrose Chronicles, Book 2)",Barbara Hambly,1988,5,7.2
8420432113,Momo (Spanish Language Edition),Michael Ende,1984,5,7.2
0895771462,Mysteries of the Unexplained,Carroll C. Calkins (Editor),1983,5,7.2
0743223527,The Partly Cloudy Patriot,Sarah Vowell,2002,5,7.2
0743422082,The Immaculate Deception,Iain Pears,2001,5,7.2
0373227124,Under Lock And Key,Sylvie Kurtz,2003,5,7.2
006092411X,The Living : A Novel,Annie Dillard,1993,5,7.2
0671020951,Dangerous Kiss (Lucky Santangelo Novels (Paperback)),Jackie Collins,2000,5,7.2
034540288X,The Lost World,Michael Crichton,1996,70,7.19
0312306326,Visions of Sugar Plums,Janet Evanovich,2002,42,7.19
006016848X,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,1992,37,7.19
0425147584,Debt of Honor (Jack Ryan Novels),Tom Clancy,1997,32,7.19
0385482388,The Mistress of Spices,Chitra Banerjee Divakaruni,1998,27,7.19
0099245027,The Testament,John Grisham,1999,21,7.19
0553299506,Private Eyes (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1992,16,7.19
0671673688,While My Pretty One Sleeps,Mary Higgins Clark,1990,22,7.18
055328942X,"The Shelters of Stone (Earth's Children, Book 5)",JEAN M. AUEL,2003,22,7.18
0679454470,"The Vampire Armand : The Vampire Chronicles (Rice, Anne, Vampire Chronicles)",Anne Rice,1998,17,7.18
0671028367,Deadly Decisions,Kathy Reichs,2001,17,7.18
0553576925,Hiding in the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,17,7.18
0385335466,Sunset in St. Tropez,Danielle Steel,2002,11,7.18
0679772669,In the Skin of a Lion: A Novel,Michael Ondaatje,1997,11,7.18
0440222818,Guilt,John T. Lescroart,1998,11,7.18
0061099732,Outer Banks,Anne Rivers Siddons,1992,11,7.18
0425179184,Crime Brulee (Culinary Mysteries (Paperback)),Nancy Fairbanks,2001,11,7.18
0345386132,Eyes of a Child,Richard North Patterson,1996,11,7.18
0525934960,The Te of Piglet,Benjamin Hoff,1992,11,7.18
0553578960,The Accidental Bride,Jane Feather,1999,11,7.18
0316969680,The Beach House,James Patterson,2002,48,7.17
0312421273,The Corrections: A Novel,Jonathan Franzen,2002,42,7.17
0312986343,Visions of Sugar Plums: A Stephanie Plum Holiday Novel,Janet Evanovich,2004,30,7.17
0449134482,Dances With Wolves,Michael Blake,1990,18,7.17
0446525804,Last Man Standing,David Baldacci,2001,18,7.17
0140620753,Northanger Abbey (Penguin Popular Classics),Jane Austen,1994,12,7.17
0380729342,Tales from Watership Down,Richard Adams,1998,12,7.17
0449005836,The Right Hand of Evil,John Saul,2000,12,7.17
0671642561,Fallen Hearts,V.C. Andrews,1988,12,7.17
0821769278,Plain Jane,Fern Michaels,2002,12,7.17
0449208281,The Unexpected Mrs. Pollifax,DOROTHY GILMAN,1985,6,7.17
0575074019,The Hollow Chocolate Bunnies of the Apocalypse,Robert Rankin,2003,6,7.17
0446360716,Shadows of Yesterday,Sandra Brown,1992,6,7.17
0449910555,The Presence,John Saul,1997,6,7.17
0060175532,Young Wives,Olivia Goldsmith,2000,6,7.17
014019536X,"Drawing Down the Moon: Witches, Druids, Goddess-Worshippers, and Other Pagans in America Today",Margot Adler,1997,6,7.17
3492229417,Der trÃ?Â¤umende Delphin. Eine magische Reise zu dir selbst.,Sergio Bambaren,1999,6,7.17
0140431179,"The Strange Case of Dr. Jekyll and Mr. Hyde, and Other Stories (The Penguin English Library)",Robert Louis Stevenson,1979,6,7.17
0375406328,Lying Awake,Mark Salzman,2000,6,7.17
051511605X,Undue Influence,Steven Paul Martini,1995,6,7.17
0446520756,Legally Correct Fairy Tales,David Fisher,1996,6,7.17
0679400516,Me: Stories of My Life,Katharine Hepburn,1991,6,7.17
0618131736,"The Best American Short Stories 2002 (Best American Short Stories, 2002)",Sue Miller,2002,6,7.17
0345443128,A False Sense of Well Being (Ballantine Reader's Circle),Jeanne Braselton,2002,6,7.17
0399231420,Hope Was Here (Newbery Honor Book),Joan Bauer,2000,6,7.17
0671024205,The October Horse : A Novel of Caesar and Cleopatra,Colleen McCullough,2003,6,7.17
0380016362,Laura : The Life of Laura Ingalls Wilder,Donald Zochert,1977,6,7.17
0440111323,A Catskill Eagle,Robert B. Parker,1993,6,7.17
0452278120,Herotica 5: A New Collection of Women's Erotic Fiction,Marcy Sheiner,1998,6,7.17
0061032077,To Cut a Long Story Short,Jeffrey Archer,2001,6,7.17
0312986769,In the Bleak Midwinter (A Rev. Clare Ferguson Mystery),Julia Spencer-Fleming,2003,6,7.17
059043389X,Adventures of Huckleberry Finn,Mark Twain,1987,6,7.17
1551665794,Twelve Across,Barbara Delinsky,2000,6,7.17
0380805685,Scandal's Bride (Cynster Novels),Stephanie Laurens,1999,6,7.17
0007141076,Unless: A Novel,Carol Shields,2002,6,7.17
0688084915,Nothing Lasts Forever,Sidney Sheldon,1994,6,7.17
0684803143,Messiah,Andrei Codrescu,1999,6,7.17
1551667339,White Lies,Linda Howard,2003,6,7.17
0743217713,Bad Girl Creek : A Novel,Jo-Ann Mapson,2002,6,7.17
0425184498,The Boy Next Door,Josie Lloyd,2002,6,7.17
0451201558,Cold Case,Stephen White,2001,6,7.17
0786867175,Leap of Faith : Memoirs of an Unexpected Life,Queen Noor,2003,6,7.17
0963270702,The Satanic Verses,Salman Rushdie,1992,6,7.17
0345440064,Death of a Stranger,ANNE PERRY,2003,6,7.17
037572737X,American Tabloid,James Ellroy,2001,6,7.17
0449219615,Farriers' Lane,Anne Perry,1994,6,7.17
8466300651,"El Evangelio Segun Jesucristo (Punto De Lectura, 8/3)",Jose Saramago,2001,6,7.17
0399145621,Second Wind,Dick Francis,1999,6,7.17
0385007515,'Salem's Lot,Stephen King,1993,6,7.17
0451410017,Pressure Points,Larry Brooks,2001,6,7.17
0515090654,Twice Loved,Lavyrle Spencer,1984,6,7.17
0380812037,On a Wild Night (Cynster Novels),Stephanie Laurens,2002,6,7.17
0446364754,Children of the Night,Dan Simmons,1993,6,7.17
0394589955,Vox,Nicholson Baker,1992,6,7.17
0345387813,Power Play,Anne McCaffrey,1996,6,7.17
0671039970,Broken Wings (Broken Wings),V.C. Andrews,2003,6,7.17
0553263153,Bobby Fischer Teaches Chess,Bobby Fischer,1992,6,7.17
0380802317,Where Dreams Begin (Avon Historical Romance),Lisa Kleypas,2000,6,7.17
0399142703,Freedom's Choice,Anne McCaffrey,1997,6,7.17
0805000313,Never Sniff a Gift Fish,Patrick J. McManus,1989,6,7.17
0440225590,Cuba Libre,Elmore Leonard,1999,6,7.17
0688059147,Imponderables,David Feldman,1987,6,7.17
0375724834,Motherless Brooklyn,JONATHAN LETHEM,2000,6,7.17
0553278002,The Icarus Agenda,Robert Ludlum,1989,6,7.17
0451197968,The Running Man,Stephen King,1999,6,7.17
0062548662,Meditations for Women Who Do Too Much - 10th Anniversary,Anne Wilson Schaef,1990,6,7.17
0373710615,"Wonders Never Cease (Count On A Cop) (Harlequin Superromance, No. 1061)",Debra Salonen,2002,6,7.17
0446523186,Belladonna: A Novel of Revenge,Karen Moline,1998,6,7.17
0451409361,The Lamorna Wink: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,2000,6,7.17
0385491077,Bodily Harm,Margaret Atwood,1999,6,7.17
068480087X,POSTCARDS,Annie Proulx,1994,6,7.17
042514898X,Hangman's Root,Susan Wittig Albert,1995,6,7.17
0688156134,Stalker: A Novel (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),Faye Kellerman,2000,6,7.17
1551666766,Naughty Marietta,Nan Ryan,2003,6,7.17
0140157352,Getting to Yes: Negotiating Agreement Without Giving In,Roger Fisher,1991,6,7.17
0140430172,Oliver Twist (Penguin Classics),Charles Dickens,1985,6,7.17
006000925X,Daisy's Back in Town,Rachel Gibson,2004,6,7.17
0892966777,Death of a Village,M. C. Beaton,2003,6,7.17
0375758682,Shutterbabe: Adventures in Love and War,Deborah Copaken Kogan,2002,6,7.17
031298328X,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,32,7.16
037570504X,"Breath, Eyes, Memory",Edwidge Danticat,1998,32,7.16
034541389X,Flesh and Blood,Jonathan Kellerman,2002,32,7.16
0743206029,On the Street Where You Live : A Novel,Mary Higgins Clark,2001,25,7.16
0670844527,Dolores Claiborne,Stephen King,1992,25,7.16
0515134384,The Cat Who Went Up the Creek,Lilian Jackson Braun,2003,19,7.16
0425169693,Here on Earth (Oprah's Book Club),Alice Hoffman,1999,26,7.15
0446604275,Primary Colors: A Novel of Politics,Anonymous,1996,13,7.15
0373218540,Dangerous,Nora Roberts,2002,13,7.15
0316782262,All He Ever Wanted,Anita Shreve,2003,13,7.15
0786885688,Shopgirl,Steve Martin,2001,44,7.14
0767900383,Under the Tuscan Sun,Frances Mayes,1997,42,7.14
0446611778,Last Man Standing,David Baldacci,2002,21,7.14
0440222842,Five Days in Paris,DANIELLE STEEL,1997,14,7.14
0312982615,Robert Ludlum's The Paris Option : A Covert-One Novel (A Covert-One Novel),Robert Ludlum,2003,14,7.14
0425189872,Shore Lights,Barbara Bretton,2003,7,7.14
0441003389,Freedom's Landing,Anne McCaffrey,1996,7,7.14
0895771845,The scarlet letter (The World's best reading),Nathaniel Hawthorne,1984,7,7.14
0140386351,A Girl Named Disaster,Nancy Farmer,1998,7,7.14
0671524097,Sharp Edges,Jayne Ann Krentz,1998,7,7.14
0449212750,Murder in the CIA (Capital Crime Mysteries),Margaret Truman,1991,7,7.14
1580082319,How Wal-Mart is Destroying America and The World and What You Can Do About It,Bill Quinn,2000,7,7.14
0380773155,"It Happened to Nancy : By an Anonymous Teenager, A True Story from Her Diary (Confident Collector)",Beatrice Sparks,1994,7,7.14
0449210928,Texas,James A. Michener,1994,7,7.14
038549730X,The Vine of Desire: A Novel,Chitra Banerjee Divakaruni,2003,7,7.14
0440110653,"CRY IN THE NIGHT, A",MARY HIGGINS CLARK,1983,7,7.14
0399148582,You Cannot Be Serious,John McEnroe,2002,7,7.14
0440221501,Lightning,DANIELLE STEEL,1996,7,7.14
0671010093,One White Rose,Julie Garwood,1997,7,7.14
0786808772,Summerland,Michael Chabon,2002,7,7.14
0553580256,Pawing Through the Past (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,2001,7,7.14
0380750260,Silver,Norma Fox Mazer,1989,7,7.14
0671017047,OBSESSION,John E. Douglas,1998,7,7.14
0679753834,The Risk Pool (Vintage Contemporaries),RICHARD RUSSO,1994,7,7.14
0553273604,Of Love and Shadows,Isabel Allende,1988,7,7.14
0316154075,A Darkness More Than Night,Michael Connelly,2001,7,7.14
0345463153,The Fourth Hand,JOHN IRVING,2003,7,7.14
0553572350,Murder at Monticello (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1995,7,7.14
3404131606,Nachtschicht.,Stephen King,2003,7,7.14
0451160452,Night Shift: Excursions into Horror,Stephen King,1991,7,7.14
0312988249,Compulsion (Frank Clevenger),Keith Ablow,2003,7,7.14
0345375580,"The Elf Queen of Shannara (Heritage of Shannara, Book 3)",Terry Brooks,1993,7,7.14
0345396553,"Ilse Witch (The Voyage of the Jerle Shannara, Book 1)",Terry Brooks,2001,7,7.14
0062512668,The Cube,Annie Gottlieb,1995,7,7.14
0553270222,The Haunted Mesa,LOUIS L'AMOUR,1988,7,7.14
0451198387,Suspicion of Betrayal,Barbara Parker,2000,7,7.14
0440983568,Stranger With My Face (Laurel Leaf Books),Lois Duncan,1990,7,7.14
0425189414,Midnight Runner,Jack Higgins,2003,7,7.14
0140274146,Cold Comfort Farm (Essential.penguin S.),Stella Gibbons,1999,7,7.14
059050214X,"A Journey to the New World: The Diary of Remember Patience Whipple, Mayflower, 1620 (Dear America Series)",Kathryn Lasky,1996,7,7.14
0316785644,The Fig Eater,Jody Shields,2000,7,7.14
0345367421,The Water-Method Man,John Irving,1990,7,7.14
1551666561,Letting Go,Pamela Morsi,2003,7,7.14
0671673653,All Around the Town,Mary Higgins Clark,1992,7,7.14
044021422X,Jewels,Danielle Steel,1993,7,7.14
0553583395,Don't Look Back,Amanda Quick,2003,7,7.14
0380790076,Simply Irresistible (Avon Light Contemporary Romances),Rachel Gibson,1998,7,7.14
0451204115,L.A. Dead: A Stone Barrington Novel (Stone Barrington Novels (Paperback)),Stuart Woods,2001,7,7.14
8478950257,Territorio comanche: Un relato (Novelas ejemplares),Arturo PÃ©rez-Reverte,1994,7,7.14
0743418220,Blue Gold : A Novel from the NUMA Files (NUMA Files (Paperback)),Clive Cussler,2001,7,7.14
0373250312,Slim Chance (Red Dress Ink (Paperback)),Jackie Rose,2003,7,7.14
0786886021,Don't Sweat the Small Stuff for Women : Simple and Practical Ways to Do What Matters Most and Find Time for You,Kristine Carlson,2001,7,7.14
